Población;Latitud;Longitud
Llosa de Ranes (la);39,01865;-0,5336824
Llutxent;38,94266;-0,3566575
Loriguilla;39,49041;-0,570056
Macastre;39,38176;-0,7852511
Manises;39,49073;-0,4558824
Manuel;39,05259;-0,4940807
Marines;39,67394;-0,5621002
Masalavés;39,14076;-0,5211942
Massalfassar;39,55756;-0,3263003
Massamagrell;39,56923;-0,3351273
Massanassa;39,4113;-0,4002014
Meliana;39,52907;-0,348772
Miramar;38,9516;-0,1387654
Mislata;39,47624;-0,4193065
Mogente/Moixent;38,87389;-0,751962
Moncada;39,54554;-0,3934617
Montaverner;38,88851;-0,4963465
Montesa;38,94968;-0,6511041
Montroy;39,34037;-0,6145464
Montserrat;39,3578;-0,6031014
Museros;39,56345;-0,3406455
Náquera;39,65884;-0,4257069
Navarrés;39,10121;-0,6936884
Oliva;38,91939;-0,1226779
Olleria (l');38,91419;-0,5494962
Olocau;39,69985;-0,5312006
Ontinyent;38,82102;-0,610547
Paiporta;39,42845;-0,4188691
Palma de Gandía;38,92455;-0,2206952
Paterna;39,50206;-0,4405986
Pedralba;39,60485;-0,7265272
Picanya;39,43625;-0,4346522
Picassent;39,36;-0,4626281
Piles;38,94081;-0,1345093
Pobla de Farnals (la);39,57779;-0,326051
Pobla de Vallbona (la);39,59043;-0,5529038
Pobla del Duc (la);38,90348;-0,4173577
Pobla Llarga (la);39,08592;-0,4755329
Polinyà de Xúquer;39,19607;-0,3696187
Potríes;38,91528;-0,1954594
Puçol;39,61639;-0,300809
Puig;39,59015;-0,3020956
Quart de les Valls;39,73926;-0,2714849
Quart de Poblet;39,48259;-0,4450733
Quartell;39,73771;-0,2632652
Quatretonda;38,94835;-0,4022922
Rafelbuñol/Rafelbunyol;39,58852;-0,3310583
Rafelcofer;38,93344;-0,1661192
Rafelguaraf;39,05197;-0,45462
Real de Gandía;38,95022;-0,1937845
Real de Montroi;39,33588;-0,609548
Requena;39,48788;-1,100322
Riba-roja de Túria;39,54548;-0,5667182
Riola;39,19768;-0,3343216
Rocafort;39,53096;-0,4104713
Rotglà i Corberà;39,00407;-0,565334
Rótova;38,9326;-0,2569871
Sagunto/Sagunt;39,68077;-0,2779768
San Antonio de Benagéber;39,56189;-0,5004753
Sedaví;39,42505;-0,3857862
Senyera;39,06372;-0,5105379
Serra;39,68616;-0,4296759
Siete Aguas;39,47197;-0,9170417
Silla;39,36135;-0,4126143
Simat de la Valldigna;39,04354;-0,3106008
Sinarcas;39,73395;-1,231574
Sollana;39,27798;-0,3814589
Sueca;39,20264;-0,3106423
Sumacàrcer;39,09618;-0,6296024
Tavernes Blanques;39,50699;-0,3655908
Tavernes de la Valldigna;39,07167;-0,2677154
Torrent;39,43688;-0,4653109
Tous;39,1381;-0,5867855
Tuéjar;39,76346;-1,039951
Turís;39,38978;-0,7114099
Utiel;39,56762;-1,203385
Valencia;39,47024;-0,3768049
Vallada;38,89553;-0,6917616
Venta del Moro;39,48389;-1,358879
Vilamarxant;39,56751;-0,6222726
Villalonga;38,88487;-0,209364
Villanueva de Castellón;39,07954;-0,5141599
Villar del Arzobispo;39,73537;-0,8277042
Vinalesa;39,54;-0,3699957
Xàtiva;38,98887;-0,5156137
Xeraco;39,0329;-0,2160497
Xeresa;39,0091;-0,2179918
Xirivella;39,46669;-0,4277937
Yátova;39,385;-0,808174
